,0,1,2,3
2253,33.0,54.0,-1.0,-1.0
2254,33.0,54.0,57.0,61.0
2255,33.0,54.0,57.0,62.0
2256,33.0,54.0,59.0,-1.0
2257,33.0,54.0,61.0,66.0
2258,33.0,54.0,66.0,-1.0
2259,33.0,55.0,-1.0,-1.0
2260,33.0,55.0,59.0,64.0
2261,33.0,55.0,60.0,64.0
2262,33.0,55.0,61.0,64.0
2263,33.0,55.0,62.0,67.0
2264,33.0,55.0,64.0,-1.0
2265,33.0,55.0,67.0,-1.0
2266,33.0,55.0,69.0,-1.0
2267,33.0,55.0,71.0,-1.0
2268,33.0,55.0,76.0,88.0
2269,33.0,56.0,-1.0,-1.0
2270,33.0,56.0,68.0,-1.0
2271,33.0,57.0,-1.0,-1.0
2272,33.0,57.0,60.0,63.0
2273,33.0,57.0,60.0,64.0
2274,33.0,57.0,60.0,65.0
2275,33.0,57.0,61.0,64.0
2276,33.0,57.0,61.0,69.0
2277,33.0,57.0,62.0,64.0
2278,33.0,57.0,62.0,65.0
2279,33.0,57.0,62.0,66.0
2280,33.0,57.0,62.0,69.0
2281,33.0,57.0,64.0,-1.0
2282,33.0,57.0,64.0,66.0
2283,33.0,57.0,64.0,67.0
2284,33.0,57.0,64.0,69.0
2285,33.0,57.0,69.0,-1.0
2286,33.0,57.0,71.0,-1.0
2287,33.0,57.0,83.0,-1.0
2288,33.0,58.0,-1.0,-1.0
2289,33.0,59.0,-1.0,-1.0
2290,33.0,59.0,62.0,67.0
2291,33.0,59.0,63.0,-1.0
2292,33.0,59.0,64.0,-1.0
2293,33.0,59.0,64.0,67.0
2294,33.0,59.0,64.0,68.0
2295,33.0,59.0,66.0,-1.0
2296,33.0,59.0,68.0,-1.0
2297,33.0,59.0,69.0,-1.0
2298,33.0,59.0,72.0,-1.0
2299,33.0,60.0,-1.0,-1.0
2300,33.0,60.0,63.0,-1.0
2301,33.0,60.0,64.0,-1.0
2302,33.0,60.0,64.0,65.0
2303,33.0,60.0,64.0,67.0
2304,33.0,60.0,64.0,69.0
2305,33.0,60.0,65.0,69.0
2306,33.0,60.0,71.0,-1.0
2307,33.0,60.0,72.0,-1.0
2308,33.0,61.0,-1.0,-1.0
2309,33.0,61.0,63.0,64.0
2310,33.0,61.0,64.0,67.0
2311,33.0,61.0,64.0,69.0
2312,33.0,61.0,66.0,-1.0
2313,33.0,61.0,83.0,-1.0
2314,33.0,62.0,-1.0,-1.0
2315,33.0,62.0,64.0,-1.0
2316,33.0,62.0,64.0,69.0
2317,33.0,62.0,65.0,69.0
2318,33.0,62.0,66.0,-1.0
2319,33.0,62.0,69.0,-1.0
2320,33.0,62.0,71.0,-1.0
2321,33.0,62.0,74.0,-1.0
2322,33.0,63.0,-1.0,-1.0
2323,33.0,64.0,-1.0,-1.0
2324,33.0,64.0,66.0,-1.0
2325,33.0,64.0,67.0,-1.0
2326,33.0,64.0,69.0,-1.0
2327,33.0,64.0,80.0,-1.0
2328,33.0,65.0,-1.0,-1.0
2329,33.0,66.0,-1.0,-1.0
2330,33.0,66.0,68.0,-1.0
2331,33.0,66.0,69.0,-1.0
2332,33.0,66.0,76.0,-1.0
2333,33.0,66.0,78.0,-1.0
2334,33.0,67.0,-1.0,-1.0
2335,33.0,67.0,69.0,-1.0
2336,33.0,67.0,71.0,-1.0
2337,33.0,67.0,71.0,74.0
2338,33.0,67.0,72.0,-1.0
2339,33.0,68.0,-1.0,-1.0
2340,33.0,68.0,76.0,-1.0
2341,33.0,68.0,77.0,-1.0
2342,33.0,69.0,-1.0,-1.0
2343,33.0,69.0,72.0,74.0
2344,33.0,69.0,72.0,76.0
2345,33.0,69.0,73.0,74.0
2346,33.0,69.0,73.0,76.0
2347,33.0,69.0,74.0,78.0
2348,33.0,70.0,-1.0,-1.0
2349,33.0,70.0,79.0,-1.0
2350,33.0,71.0,-1.0,-1.0
2351,33.0,71.0,74.0,78.0
2352,33.0,71.0,78.0,-1.0
2353,33.0,72.0,-1.0,-1.0
2354,33.0,73.0,-1.0,-1.0
2355,33.0,74.0,-1.0,-1.0
2356,33.0,76.0,-1.0,-1.0
2357,33.0,76.0,88.0,-1.0
2358,33.0,77.0,89.0,-1.0
2359,33.0,78.0,-1.0,-1.0
2360,33.0,79.0,-1.0,-1.0
2361,33.0,79.0,91.0,-1.0
2362,33.0,81.0,-1.0,-1.0
2363,33.0,82.0,-1.0,-1.0
2364,34.0,-1.0,-1.0,-1.0
2365,34.0,35.0,-1.0,-1.0
2366,34.0,35.0,36.0,42.0
2367,34.0,35.0,36.0,46.0
2368,34.0,35.0,46.0,51.0
2369,34.0,35.0,46.0,53.0
2370,34.0,36.0,38.0,42.0
2371,34.0,36.0,38.0,46.0
2372,34.0,36.0,40.0,42.0
2373,34.0,36.0,42.0,-1.0
2374,34.0,36.0,42.0,46.0
2375,34.0,36.0,42.0,48.0
2376,34.0,36.0,42.0,57.0
2377,34.0,36.0,42.0,58.0
2378,34.0,36.0,43.0,48.0
2379,34.0,36.0,44.0,-1.0
2380,34.0,36.0,44.0,57.0
2381,34.0,36.0,46.0,51.0
2382,34.0,36.0,46.0,53.0
2383,34.0,36.0,46.0,54.0
2384,34.0,36.0,51.0,54.0
2385,34.0,36.0,54.0,-1.0
2386,34.0,37.0,42.0,46.0
2387,34.0,38.0,40.0,42.0
2388,34.0,38.0,42.0,-1.0
2389,34.0,38.0,42.0,46.0
2390,34.0,38.0,42.0,57.0
2391,34.0,38.0,42.0,58.0
2392,34.0,38.0,44.0,-1.0
2393,34.0,38.0,46.0,51.0
2394,34.0,38.0,46.0,53.0
2395,34.0,39.0,42.0,72.0
2396,34.0,39.0,42.0,77.0
2397,34.0,39.0,46.0,50.0
2398,34.0,39.0,46.0,51.0
2399,34.0,39.0,46.0,53.0
2400,34.0,40.0,42.0,46.0
2401,34.0,40.0,44.0,46.0
2402,34.0,40.0,45.0,50.0
2403,34.0,40.0,45.0,52.0
2404,34.0,40.0,46.0,51.0
2405,34.0,40.0,47.0,64.0
2406,34.0,40.0,52.0,54.0
2407,34.0,41.0,-1.0,-1.0
2408,34.0,41.0,46.0,-1.0
2409,34.0,41.0,46.0,48.0
2410,34.0,41.0,46.0,53.0
2411,34.0,41.0,48.0,53.0
2412,34.0,42.0,-1.0,-1.0
2413,34.0,42.0,46.0,49.0
2414,34.0,42.0,46.0,53.0
2415,34.0,42.0,49.0,54.0
2416,34.0,42.0,54.0,62.0
2417,34.0,42.0,54.0,65.0
2418,34.0,42.0,54.0,70.0
2419,34.0,42.0,57.0,-1.0
2420,34.0,42.0,58.0,-1.0
2421,34.0,42.0,70.0,-1.0
2422,34.0,42.0,70.0,77.0
2423,34.0,42.0,72.0,-1.0
2424,34.0,42.0,73.0,-1.0
2425,34.0,42.0,76.0,84.0
2426,34.0,43.0,48.0,53.0
2427,34.0,44.0,-1.0,-1.0
2428,34.0,44.0,46.0,50.0
2429,34.0,44.0,46.0,51.0
2430,34.0,44.0,51.0,-1.0
2431,34.0,44.0,51.0,54.0
2432,34.0,44.0,51.0,56.0
2433,34.0,44.0,51.0,58.0
2434,34.0,44.0,56.0,-1.0
2435,34.0,45.0,-1.0,-1.0
2436,34.0,46.0,-1.0,-1.0
2437,34.0,46.0,48.0,53.0
2438,34.0,46.0,50.0,53.0
2439,34.0,46.0,51.0,-1.0
2440,34.0,46.0,51.0,53.0
2441,34.0,46.0,51.0,55.0
2442,34.0,46.0,51.0,58.0
2443,34.0,46.0,52.0,53.0
2444,34.0,46.0,53.0,-1.0
2445,34.0,46.0,53.0,54.0
2446,34.0,46.0,53.0,55.0
2447,34.0,46.0,53.0,56.0
2448,34.0,46.0,53.0,58.0
2449,34.0,46.0,53.0,64.0
2450,34.0,46.0,53.0,65.0
2451,34.0,46.0,53.0,70.0
2452,34.0,46.0,53.0,76.0
2453,34.0,46.0,54.0,58.0
2454,34.0,46.0,55.0,-1.0
2455,34.0,46.0,56.0,73.0
2456,34.0,46.0,57.0,-1.0
2457,34.0,46.0,58.0,-1.0
2458,34.0,46.0,59.0,64.0
2459,34.0,46.0,60.0,-1.0
2460,34.0,46.0,62.0,-1.0
2461,34.0,46.0,63.0,-1.0
2462,34.0,46.0,65.0,-1.0
2463,34.0,46.0,66.0,-1.0
2464,34.0,46.0,70.0,-1.0
2465,34.0,46.0,73.0,77.0
2466,34.0,46.0,73.0,78.0
2467,34.0,46.0,74.0,77.0
2468,34.0,47.0,-1.0,-1.0
2469,34.0,47.0,54.0,59.0
2470,34.0,48.0,-1.0,-1.0
2471,34.0,48.0,51.0,55.0
2472,34.0,48.0,51.0,58.0
2473,34.0,48.0,55.0,-1.0
2474,34.0,48.0,55.0,60.0
2475,34.0,48.0,56.0,-1.0
2476,34.0,48.0,57.0,-1.0
2477,34.0,49.0,-1.0,-1.0
2478,34.0,49.0,53.0,58.0
2479,34.0,49.0,54.0,58.0
2480,34.0,49.0,56.0,61.0
2481,34.0,49.0,61.0,-1.0
2482,34.0,50.0,-1.0,-1.0
2483,34.0,50.0,57.0,-1.0
2484,34.0,50.0,57.0,62.0
2485,34.0,50.0,58.0,-1.0
2486,34.0,51.0,-1.0,-1.0
2487,34.0,51.0,53.0,58.0
2488,34.0,51.0,54.0,-1.0
2489,34.0,51.0,54.0,58.0
2490,34.0,51.0,54.0,63.0
2491,34.0,51.0,56.0,58.0
2492,34.0,51.0,58.0,63.0
2493,34.0,51.0,60.0,-1.0
2494,34.0,52.0,-1.0,-1.0
2495,34.0,52.0,53.0,58.0
2496,34.0,52.0,59.0,64.0
2497,34.0,53.0,-1.0,-1.0
2498,34.0,53.0,58.0,-1.0
2499,34.0,53.0,58.0,61.0
2500,34.0,53.0,58.0,62.0
2501,34.0,53.0,60.0,-1.0
2502,34.0,53.0,62.0,-1.0
2503,34.0,53.0,65.0,-1.0
2504,34.0,54.0,-1.0,-1.0
2505,34.0,54.0,57.0,-1.0
2506,34.0,54.0,60.0,-1.0
2507,34.0,54.0,61.0,65.0
2508,34.0,54.0,61.0,66.0
2509,34.0,54.0,62.0,-1.0
2510,34.0,54.0,64.0,-1.0
2511,34.0,55.0,-1.0,-1.0
2512,34.0,55.0,60.0,63.0
2513,34.0,55.0,67.0,-1.0
2514,34.0,56.0,-1.0,-1.0
2515,34.0,56.0,60.0,63.0
2516,34.0,56.0,63.0,68.0
2517,34.0,57.0,-1.0,-1.0
2518,34.0,57.0,62.0,-1.0
2519,34.0,58.0,-1.0,-1.0
2520,34.0,58.0,61.0,65.0
2521,34.0,58.0,62.0,65.0
2522,34.0,58.0,80.0,83.0
2523,34.0,59.0,-1.0,-1.0
2524,34.0,59.0,66.0,-1.0
2525,34.0,60.0,-1.0,-1.0
2526,34.0,60.0,63.0,67.0
2527,34.0,60.0,64.0,-1.0
2528,34.0,60.0,64.0,67.0
2529,34.0,61.0,-1.0,-1.0
2530,34.0,61.0,65.0,70.0
2531,34.0,61.0,66.0,-1.0
2532,34.0,62.0,-1.0,-1.0
2533,34.0,62.0,65.0,70.0
2534,34.0,62.0,74.0,-1.0
2535,34.0,63.0,-1.0,-1.0
2536,34.0,63.0,75.0,-1.0
2537,34.0,64.0,-1.0,-1.0
2538,34.0,64.0,65.0,70.0
2539,34.0,65.0,-1.0,-1.0
2540,34.0,65.0,70.0,-1.0
2541,34.0,65.0,70.0,74.0
2542,34.0,65.0,74.0,-1.0
2543,34.0,65.0,74.0,77.0
2544,34.0,66.0,-1.0,-1.0
2545,34.0,67.0,-1.0,-1.0
2546,34.0,67.0,76.0,-1.0
2547,34.0,68.0,-1.0,-1.0
2548,34.0,68.0,77.0,-1.0
2549,34.0,69.0,-1.0,-1.0
2550,34.0,70.0,-1.0,-1.0
2551,34.0,70.0,74.0,77.0
2552,34.0,72.0,-1.0,-1.0
2553,34.0,73.0,-1.0,-1.0
2554,34.0,74.0,-1.0,-1.0
2555,34.0,74.0,77.0,82.0
2556,34.0,75.0,-1.0,-1.0
2557,34.0,77.0,-1.0,-1.0
2558,34.0,79.0,-1.0,-1.0
2559,34.0,80.0,-1.0,-1.0
2560,34.0,81.0,-1.0,-1.0
2561,34.0,82.0,-1.0,-1.0
2562,34.0,84.0,-1.0,-1.0
2563,34.0,85.0,-1.0,-1.0
2564,34.0,86.0,-1.0,-1.0
2565,35.0,-1.0,-1.0,-1.0
2566,35.0,36.0,-1.0,-1.0
2567,35.0,36.0,37.0,52.0
2568,35.0,36.0,37.0,73.0
2569,35.0,36.0,37.0,77.0
2570,35.0,36.0,37.0,78.0
2571,35.0,36.0,37.0,80.0
2572,35.0,36.0,38.0,-1.0
2573,35.0,36.0,38.0,40.0
2574,35.0,36.0,38.0,41.0
2575,35.0,36.0,38.0,42.0
2576,35.0,36.0,38.0,44.0
2577,35.0,36.0,38.0,45.0
2578,35.0,36.0,38.0,46.0
2579,35.0,36.0,38.0,47.0
2580,35.0,36.0,38.0,50.0
2581,35.0,36.0,38.0,52.0
2582,35.0,36.0,38.0,64.0
2583,35.0,36.0,38.0,68.0
2584,35.0,36.0,38.0,71.0
2585,35.0,36.0,39.0,42.0
2586,35.0,36.0,39.0,69.0
2587,35.0,36.0,40.0,-1.0
2588,35.0,36.0,40.0,42.0
2589,35.0,36.0,40.0,43.0
2590,35.0,36.0,40.0,45.0
2591,35.0,36.0,40.0,46.0
2592,35.0,36.0,40.0,47.0
2593,35.0,36.0,40.0,48.0
2594,35.0,36.0,40.0,54.0
2595,35.0,36.0,40.0,55.0
2596,35.0,36.0,40.0,73.0
2597,35.0,36.0,40.0,77.0
2598,35.0,36.0,40.0,80.0
2599,35.0,36.0,41.0,42.0
2600,35.0,36.0,41.0,48.0
2601,35.0,36.0,42.0,-1.0
2602,35.0,36.0,42.0,43.0
2603,35.0,36.0,42.0,45.0
2604,35.0,36.0,42.0,46.0
2605,35.0,36.0,42.0,47.0
2606,35.0,36.0,42.0,48.0
2607,35.0,36.0,42.0,49.0
2608,35.0,36.0,42.0,50.0
2609,35.0,36.0,42.0,52.0
2610,35.0,36.0,42.0,54.0
2611,35.0,36.0,42.0,59.0
2612,35.0,36.0,42.0,61.0
2613,35.0,36.0,42.0,64.0
2614,35.0,36.0,42.0,73.0
2615,35.0,36.0,42.0,74.0
2616,35.0,36.0,42.0,77.0
2617,35.0,36.0,42.0,78.0
2618,35.0,36.0,42.0,80.0
2619,35.0,36.0,42.0,81.0
2620,35.0,36.0,43.0,46.0
2621,35.0,36.0,43.0,48.0
2622,35.0,36.0,43.0,49.0
2623,35.0,36.0,43.0,50.0
2624,35.0,36.0,43.0,52.0
2625,35.0,36.0,43.0,73.0
2626,35.0,36.0,43.0,77.0
2627,35.0,36.0,43.0,80.0
2628,35.0,36.0,44.0,-1.0
2629,35.0,36.0,44.0,45.0
2630,35.0,36.0,44.0,47.0
2631,35.0,36.0,44.0,48.0
2632,35.0,36.0,44.0,49.0
2633,35.0,36.0,44.0,50.0
2634,35.0,36.0,44.0,51.0
2635,35.0,36.0,44.0,59.0
2636,35.0,36.0,45.0,-1.0
2637,35.0,36.0,45.0,46.0
2638,35.0,36.0,45.0,47.0
2639,35.0,36.0,45.0,48.0
2640,35.0,36.0,45.0,49.0
2641,35.0,36.0,45.0,50.0
2642,35.0,36.0,45.0,52.0
2643,35.0,36.0,46.0,-1.0
2644,35.0,36.0,46.0,47.0
2645,35.0,36.0,46.0,49.0
2646,35.0,36.0,46.0,50.0
2647,35.0,36.0,46.0,51.0
2648,35.0,36.0,46.0,53.0
2649,35.0,36.0,46.0,57.0
2650,35.0,36.0,46.0,59.0
2651,35.0,36.0,47.0,48.0
2652,35.0,36.0,47.0,49.0
2653,35.0,36.0,47.0,50.0
2654,35.0,36.0,47.0,51.0
2655,35.0,36.0,47.0,52.0
2656,35.0,36.0,47.0,53.0
2657,35.0,36.0,47.0,54.0
2658,35.0,36.0,47.0,61.0
2659,35.0,36.0,47.0,63.0
2660,35.0,36.0,48.0,49.0
2661,35.0,36.0,48.0,50.0
2662,35.0,36.0,48.0,51.0
2663,35.0,36.0,48.0,52.0
2664,35.0,36.0,48.0,54.0
2665,35.0,36.0,48.0,55.0
2666,35.0,36.0,48.0,57.0
2667,35.0,36.0,49.0,-1.0
2668,35.0,36.0,49.0,50.0
2669,35.0,36.0,49.0,53.0
2670,35.0,36.0,49.0,54.0
2671,35.0,36.0,49.0,57.0
2672,35.0,36.0,49.0,64.0
2673,35.0,36.0,49.0,66.0
2674,35.0,36.0,49.0,78.0
2675,35.0,36.0,50.0,52.0
2676,35.0,36.0,50.0,57.0
2677,35.0,36.0,51.0,-1.0
2678,35.0,36.0,52.0,-1.0
2679,35.0,36.0,52.0,55.0
2680,35.0,36.0,55.0,57.0
2681,35.0,36.0,55.0,59.0
2682,35.0,36.0,55.0,60.0
2683,35.0,36.0,55.0,62.0
2684,35.0,36.0,57.0,-1.0
2685,35.0,36.0,57.0,59.0
2686,35.0,36.0,59.0,66.0
2687,35.0,36.0,59.0,67.0
2688,35.0,36.0,73.0,-1.0
2689,35.0,36.0,77.0,-1.0
2690,35.0,36.0,80.0,-1.0
2691,35.0,36.0,83.0,-1.0
2692,35.0,37.0,-1.0,-1.0
2693,35.0,37.0,38.0,44.0
2694,35.0,37.0,40.0,42.0
2695,35.0,37.0,40.0,47.0
2696,35.0,37.0,40.0,49.0
2697,35.0,37.0,42.0,-1.0
2698,35.0,37.0,42.0,49.0
2699,35.0,37.0,44.0,47.0
2700,35.0,37.0,44.0,59.0
2701,35.0,37.0,45.0,49.0
2702,35.0,37.0,45.0,50.0
2703,35.0,37.0,45.0,52.0
2704,35.0,37.0,47.0,54.0
2705,35.0,37.0,49.0,52.0
2706,35.0,37.0,49.0,56.0
2707,35.0,37.0,49.0,57.0
2708,35.0,37.0,50.0,57.0
2709,35.0,37.0,59.0,-1.0
2710,35.0,37.0,63.0,-1.0
2711,35.0,38.0,-1.0,-1.0
2712,35.0,38.0,39.0,-1.0
2713,35.0,38.0,39.0,54.0
2714,35.0,38.0,40.0,44.0
2715,35.0,38.0,40.0,46.0
2716,35.0,38.0,40.0,47.0
2717,35.0,38.0,40.0,50.0
2718,35.0,38.0,41.0,46.0
2719,35.0,38.0,42.0,-1.0
2720,35.0,38.0,42.0,43.0
2721,35.0,38.0,42.0,44.0
2722,35.0,38.0,42.0,45.0
2723,35.0,38.0,42.0,46.0
2724,35.0,38.0,42.0,47.0
2725,35.0,38.0,42.0,48.0
2726,35.0,38.0,42.0,49.0
2727,35.0,38.0,42.0,50.0
2728,35.0,38.0,42.0,52.0
2729,35.0,38.0,42.0,53.0
2730,35.0,38.0,42.0,54.0
2731,35.0,38.0,42.0,56.0
2732,35.0,38.0,42.0,57.0
2733,35.0,38.0,42.0,59.0
2734,35.0,38.0,42.0,61.0
2735,35.0,38.0,42.0,64.0
2736,35.0,38.0,42.0,71.0
2737,35.0,38.0,43.0,-1.0
2738,35.0,38.0,43.0,46.0
2739,35.0,38.0,43.0,48.0
2740,35.0,38.0,43.0,50.0
2741,35.0,38.0,44.0,-1.0
2742,35.0,38.0,44.0,45.0
2743,35.0,38.0,44.0,46.0
2744,35.0,38.0,44.0,49.0
2745,35.0,38.0,44.0,51.0
2746,35.0,38.0,45.0,46.0
2747,35.0,38.0,45.0,48.0
2748,35.0,38.0,45.0,49.0
2749,35.0,38.0,45.0,50.0
2750,35.0,38.0,45.0,51.0
2751,35.0,38.0,45.0,52.0
2752,35.0,38.0,46.0,-1.0
2753,35.0,38.0,46.0,47.0
2754,35.0,38.0,46.0,53.0
2755,35.0,38.0,46.0,59.0
2756,35.0,38.0,47.0,51.0
2757,35.0,38.0,47.0,52.0
2758,35.0,38.0,47.0,53.0
2759,35.0,38.0,47.0,54.0
2760,35.0,38.0,47.0,57.0
2761,35.0,38.0,49.0,-1.0
2762,35.0,38.0,49.0,50.0
2763,35.0,38.0,49.0,52.0
2764,35.0,38.0,49.0,54.0
2765,35.0,38.0,50.0,52.0
2766,35.0,38.0,50.0,57.0
2767,35.0,38.0,51.0,-1.0
2768,35.0,38.0,51.0,58.0
2769,35.0,38.0,57.0,-1.0
2770,35.0,38.0,59.0,-1.0
2771,35.0,38.0,62.0,-1.0
2772,35.0,38.0,66.0,69.0
2773,35.0,39.0,-1.0,-1.0
2774,35.0,39.0,40.0,42.0
2775,35.0,39.0,40.0,46.0
2776,35.0,39.0,43.0,51.0
2777,35.0,39.0,44.0,46.0
2778,35.0,39.0,44.0,48.0
2779,35.0,39.0,44.0,51.0
2780,35.0,39.0,45.0,51.0
2781,35.0,39.0,46.0,51.0
2782,35.0,39.0,51.0,-1.0
2783,35.0,39.0,51.0,54.0
2784,35.0,39.0,59.0,-1.0
2785,35.0,39.0,63.0,-1.0
2786,35.0,40.0,-1.0,-1.0
2787,35.0,40.0,41.0,48.0
2788,35.0,40.0,42.0,-1.0
2789,35.0,40.0,42.0,45.0
2790,35.0,40.0,42.0,46.0
2791,35.0,40.0,42.0,47.0
2792,35.0,40.0,42.0,48.0
2793,35.0,40.0,42.0,49.0
2794,35.0,40.0,42.0,50.0
2795,35.0,40.0,42.0,51.0
2796,35.0,40.0,42.0,52.0
2797,35.0,40.0,42.0,55.0
2798,35.0,40.0,42.0,57.0
2799,35.0,40.0,42.0,59.0
2800,35.0,40.0,42.0,62.0
2801,35.0,40.0,42.0,64.0
2802,35.0,40.0,44.0,-1.0
2803,35.0,40.0,44.0,45.0
2804,35.0,40.0,44.0,47.0
2805,35.0,40.0,44.0,48.0
2806,35.0,40.0,44.0,49.0
2807,35.0,40.0,44.0,50.0
2808,35.0,40.0,44.0,51.0
2809,35.0,40.0,44.0,52.0
2810,35.0,40.0,44.0,59.0
2811,35.0,40.0,44.0,64.0
2812,35.0,40.0,45.0,-1.0
2813,35.0,40.0,45.0,46.0
2814,35.0,40.0,45.0,47.0
2815,35.0,40.0,45.0,48.0
2816,35.0,40.0,45.0,52.0
2817,35.0,40.0,46.0,47.0
2818,35.0,40.0,46.0,49.0
2819,35.0,40.0,46.0,50.0
2820,35.0,40.0,46.0,51.0
2821,35.0,40.0,46.0,53.0
2822,35.0,40.0,46.0,57.0
2823,35.0,40.0,46.0,62.0
2824,35.0,40.0,47.0,-1.0
2825,35.0,40.0,47.0,48.0
2826,35.0,40.0,47.0,49.0
2827,35.0,40.0,47.0,52.0
2828,35.0,40.0,47.0,54.0
2829,35.0,40.0,47.0,55.0
2830,35.0,40.0,47.0,56.0
2831,35.0,40.0,47.0,57.0
2832,35.0,40.0,47.0,58.0
2833,35.0,40.0,47.0,59.0
2834,35.0,40.0,47.0,60.0
2835,35.0,40.0,48.0,50.0
2836,35.0,40.0,48.0,52.0
2837,35.0,40.0,48.0,55.0
2838,35.0,40.0,49.0,-1.0
2839,35.0,40.0,49.0,51.0
2840,35.0,40.0,49.0,52.0
2841,35.0,40.0,49.0,56.0
2842,35.0,40.0,49.0,57.0
2843,35.0,40.0,49.0,58.0
2844,35.0,40.0,49.0,59.0
2845,35.0,40.0,50.0,57.0
2846,35.0,40.0,50.0,58.0
2847,35.0,40.0,51.0,-1.0
2848,35.0,40.0,51.0,56.0
2849,35.0,40.0,52.0,-1.0
2850,35.0,40.0,52.0,54.0
2851,35.0,40.0,52.0,56.0
2852,35.0,40.0,52.0,57.0
2853,35.0,40.0,52.0,64.0
2854,35.0,40.0,53.0,57.0
2855,35.0,40.0,53.0,59.0
2856,35.0,40.0,53.0,60.0
2857,35.0,40.0,55.0,-1.0
2858,35.0,40.0,55.0,59.0
2859,35.0,40.0,55.0,60.0
2860,35.0,40.0,57.0,59.0
2861,35.0,40.0,59.0,-1.0
2862,35.0,40.0,59.0,67.0
2863,35.0,41.0,-1.0,-1.0
2864,35.0,41.0,42.0,43.0
2865,35.0,41.0,42.0,44.0
2866,35.0,41.0,42.0,45.0
2867,35.0,41.0,42.0,47.0
2868,35.0,41.0,42.0,48.0
2869,35.0,41.0,42.0,49.0
2870,35.0,41.0,42.0,50.0
2871,35.0,41.0,42.0,52.0
2872,35.0,41.0,42.0,53.0
2873,35.0,41.0,42.0,55.0
2874,35.0,41.0,43.0,53.0
2875,35.0,41.0,45.0,53.0
2876,35.0,41.0,46.0,48.0
2877,35.0,41.0,46.0,53.0
2878,35.0,41.0,48.0,-1.0
2879,35.0,41.0,48.0,49.0
2880,35.0,41.0,48.0,51.0
2881,35.0,41.0,48.0,53.0
2882,35.0,41.0,48.0,62.0
2883,35.0,41.0,49.0,53.0
2884,35.0,41.0,51.0,-1.0
2885,35.0,41.0,51.0,53.0
2886,35.0,41.0,52.0,53.0
2887,35.0,41.0,53.0,-1.0
2888,35.0,42.0,-1.0,-1.0
2889,35.0,42.0,43.0,-1.0
2890,35.0,42.0,43.0,46.0
2891,35.0,42.0,43.0,48.0
2892,35.0,42.0,43.0,50.0
2893,35.0,42.0,43.0,55.0
2894,35.0,42.0,43.0,59.0
2895,35.0,42.0,44.0,49.0
2896,35.0,42.0,45.0,-1.0
2897,35.0,42.0,45.0,47.0
2898,35.0,42.0,45.0,49.0
2899,35.0,42.0,45.0,50.0
2900,35.0,42.0,45.0,52.0
2901,35.0,42.0,45.0,54.0
2902,35.0,42.0,45.0,57.0
2903,35.0,42.0,45.0,60.0
2904,35.0,42.0,46.0,-1.0
2905,35.0,42.0,46.0,47.0
2906,35.0,42.0,46.0,48.0
2907,35.0,42.0,46.0,49.0
2908,35.0,42.0,46.0,50.0
2909,35.0,42.0,46.0,53.0
2910,35.0,42.0,46.0,58.0
2911,35.0,42.0,46.0,59.0
2912,35.0,42.0,47.0,-1.0
2913,35.0,42.0,47.0,49.0
2914,35.0,42.0,47.0,50.0
2915,35.0,42.0,47.0,51.0
2916,35.0,42.0,47.0,52.0
2917,35.0,42.0,47.0,53.0
2918,35.0,42.0,47.0,54.0
2919,35.0,42.0,47.0,59.0
2920,35.0,42.0,47.0,60.0
2921,35.0,42.0,47.0,64.0
2922,35.0,42.0,47.0,67.0
2923,35.0,42.0,47.0,69.0
2924,35.0,42.0,48.0,-1.0
2925,35.0,42.0,48.0,50.0
2926,35.0,42.0,48.0,51.0
2927,35.0,42.0,48.0,53.0
2928,35.0,42.0,48.0,54.0
2929,35.0,42.0,48.0,55.0
2930,35.0,42.0,48.0,57.0
2931,35.0,42.0,48.0,59.0
2932,35.0,42.0,48.0,60.0
2933,35.0,42.0,49.0,-1.0
2934,35.0,42.0,49.0,50.0
2935,35.0,42.0,49.0,52.0
2936,35.0,42.0,49.0,54.0
2937,35.0,42.0,49.0,55.0
2938,35.0,42.0,50.0,-1.0
2939,35.0,42.0,50.0,52.0
2940,35.0,42.0,50.0,55.0
2941,35.0,42.0,50.0,57.0
2942,35.0,42.0,50.0,59.0
2943,35.0,42.0,50.0,62.0
2944,35.0,42.0,51.0,-1.0
2945,35.0,42.0,51.0,54.0
2946,35.0,42.0,51.0,63.0
2947,35.0,42.0,52.0,-1.0
2948,35.0,42.0,52.0,54.0
2949,35.0,42.0,52.0,56.0
2950,35.0,42.0,52.0,57.0
2951,35.0,42.0,52.0,59.0
2952,35.0,42.0,52.0,66.0
2953,35.0,42.0,52.0,69.0
2954,35.0,42.0,53.0,-1.0
2955,35.0,42.0,53.0,60.0
2956,35.0,42.0,54.0,-1.0
2957,35.0,42.0,54.0,57.0
2958,35.0,42.0,54.0,64.0
2959,35.0,42.0,54.0,66.0
2960,35.0,42.0,55.0,-1.0
2961,35.0,42.0,55.0,57.0
2962,35.0,42.0,55.0,65.0
2963,35.0,42.0,55.0,66.0
2964,35.0,42.0,56.0,59.0
2965,35.0,42.0,57.0,-1.0
2966,35.0,42.0,57.0,59.0
2967,35.0,42.0,57.0,60.0
2968,35.0,42.0,57.0,61.0
2969,35.0,42.0,57.0,62.0
2970,35.0,42.0,57.0,63.0
2971,35.0,42.0,58.0,-1.0
2972,35.0,42.0,59.0,-1.0
