,0,1,2,3
279,26.0,59.0,-1.0,-1.0
280,26.0,60.0,-1.0,-1.0
281,26.0,61.0,-1.0,-1.0
282,26.0,62.0,-1.0,-1.0
283,26.0,62.0,65.0,-1.0
284,26.0,62.0,67.0,-1.0
285,26.0,62.0,69.0,-1.0
286,26.0,62.0,74.0,-1.0
287,26.0,64.0,-1.0,-1.0
288,26.0,65.0,-1.0,-1.0
289,26.0,65.0,67.0,-1.0
290,26.0,65.0,69.0,-1.0
291,26.0,65.0,74.0,-1.0
292,26.0,66.0,-1.0,-1.0
293,26.0,67.0,-1.0,-1.0
294,26.0,68.0,-1.0,-1.0
295,26.0,69.0,-1.0,-1.0
296,26.0,70.0,-1.0,-1.0
297,26.0,72.0,-1.0,-1.0
298,26.0,74.0,-1.0,-1.0
299,26.0,79.0,-1.0,-1.0
300,26.0,81.0,-1.0,-1.0
301,26.0,82.0,-1.0,-1.0
302,27.0,-1.0,-1.0,-1.0
303,27.0,28.0,36.0,42.0
304,27.0,33.0,34.0,44.0
305,27.0,33.0,37.0,42.0
306,27.0,35.0,38.0,51.0
307,27.0,35.0,44.0,51.0
308,27.0,35.0,51.0,-1.0
309,27.0,36.0,39.0,46.0
310,27.0,36.0,40.0,42.0
311,27.0,36.0,42.0,-1.0
312,27.0,36.0,42.0,51.0
313,27.0,36.0,42.0,59.0
314,27.0,36.0,42.0,61.0
315,27.0,36.0,42.0,62.0
316,27.0,36.0,58.0,-1.0
317,27.0,36.0,60.0,-1.0
318,27.0,36.0,61.0,-1.0
319,27.0,36.0,66.0,-1.0
320,27.0,36.0,70.0,-1.0
321,27.0,36.0,72.0,-1.0
322,27.0,36.0,73.0,-1.0
323,27.0,36.0,84.0,-1.0
324,27.0,36.0,85.0,-1.0
325,27.0,38.0,39.0,46.0
326,27.0,39.0,-1.0,-1.0
327,27.0,39.0,46.0,-1.0
328,27.0,39.0,46.0,51.0
329,27.0,39.0,47.0,51.0
330,27.0,39.0,48.0,-1.0
331,27.0,39.0,51.0,-1.0
332,27.0,39.0,53.0,-1.0
333,27.0,39.0,55.0,-1.0
334,27.0,39.0,56.0,-1.0
335,27.0,39.0,58.0,-1.0
336,27.0,39.0,60.0,-1.0
337,27.0,39.0,61.0,-1.0
338,27.0,39.0,66.0,-1.0
339,27.0,39.0,70.0,-1.0
340,27.0,39.0,72.0,-1.0
341,27.0,39.0,73.0,-1.0
342,27.0,39.0,84.0,-1.0
343,27.0,39.0,85.0,-1.0
344,27.0,41.0,48.0,-1.0
345,27.0,41.0,48.0,51.0
346,27.0,41.0,48.0,53.0
347,27.0,42.0,-1.0,-1.0
348,27.0,42.0,49.0,54.0
349,27.0,42.0,51.0,63.0
350,27.0,43.0,-1.0,-1.0
351,27.0,43.0,51.0,58.0
352,27.0,44.0,-1.0,-1.0
353,27.0,44.0,51.0,54.0
354,27.0,44.0,51.0,56.0
355,27.0,44.0,51.0,58.0
356,27.0,45.0,-1.0,-1.0
357,27.0,46.0,51.0,58.0
358,27.0,46.0,53.0,58.0
359,27.0,47.0,54.0,59.0
360,27.0,48.0,51.0,55.0
361,27.0,48.0,51.0,58.0
362,27.0,48.0,53.0,60.0
363,27.0,51.0,-1.0,-1.0
364,27.0,51.0,53.0,60.0
365,27.0,51.0,56.0,58.0
366,27.0,51.0,58.0,63.0
367,27.0,54.0,-1.0,-1.0
368,27.0,58.0,-1.0,-1.0
369,27.0,63.0,-1.0,-1.0
370,27.0,65.0,-1.0,-1.0
371,27.0,66.0,-1.0,-1.0
372,27.0,67.0,-1.0,-1.0
373,27.0,69.0,-1.0,-1.0
374,27.0,70.0,-1.0,-1.0
375,28.0,-1.0,-1.0,-1.0
376,28.0,32.0,44.0,51.0
377,28.0,32.0,51.0,58.0
378,28.0,33.0,34.0,44.0
379,28.0,33.0,45.0,52.0
380,28.0,33.0,48.0,52.0
381,28.0,35.0,-1.0,-1.0
382,28.0,35.0,36.0,42.0
383,28.0,35.0,38.0,51.0
384,28.0,35.0,38.0,52.0
385,28.0,35.0,38.0,63.0
386,28.0,35.0,40.0,-1.0
387,28.0,35.0,40.0,47.0
388,28.0,35.0,42.0,-1.0
389,28.0,35.0,42.0,49.0
390,28.0,35.0,44.0,49.0
391,28.0,35.0,44.0,52.0
392,28.0,35.0,46.0,-1.0
393,28.0,35.0,46.0,49.0
394,28.0,35.0,49.0,-1.0
395,28.0,35.0,49.0,52.0
396,28.0,35.0,51.0,-1.0
397,28.0,35.0,51.0,52.0
398,28.0,35.0,51.0,56.0
399,28.0,35.0,51.0,59.0
400,28.0,35.0,51.0,63.0
401,28.0,35.0,51.0,64.0
402,28.0,35.0,52.0,56.0
403,28.0,35.0,52.0,59.0
404,28.0,35.0,52.0,63.0
405,28.0,35.0,52.0,64.0
406,28.0,35.0,56.0,57.0
407,28.0,35.0,56.0,64.0
408,28.0,35.0,59.0,-1.0
409,28.0,35.0,59.0,64.0
410,28.0,35.0,63.0,-1.0
411,28.0,35.0,63.0,64.0
412,28.0,35.0,64.0,-1.0
413,28.0,36.0,-1.0,-1.0
414,28.0,36.0,38.0,40.0
415,28.0,36.0,40.0,-1.0
416,28.0,36.0,40.0,42.0
417,28.0,36.0,40.0,46.0
418,28.0,36.0,40.0,47.0
419,28.0,36.0,42.0,-1.0
420,28.0,36.0,42.0,49.0
421,28.0,36.0,42.0,52.0
422,28.0,36.0,42.0,59.0
423,28.0,36.0,43.0,44.0
424,28.0,36.0,44.0,-1.0
425,28.0,36.0,44.0,49.0
426,28.0,36.0,44.0,55.0
427,28.0,36.0,44.0,57.0
428,28.0,36.0,44.0,59.0
429,28.0,36.0,44.0,64.0
430,28.0,36.0,44.0,65.0
431,28.0,36.0,44.0,66.0
432,28.0,36.0,44.0,67.0
433,28.0,36.0,45.0,46.0
434,28.0,36.0,45.0,52.0
435,28.0,36.0,46.0,-1.0
436,28.0,36.0,46.0,48.0
437,28.0,36.0,46.0,62.0
438,28.0,36.0,46.0,64.0
439,28.0,36.0,47.0,-1.0
440,28.0,36.0,48.0,55.0
441,28.0,36.0,49.0,-1.0
442,28.0,36.0,49.0,52.0
443,28.0,36.0,49.0,57.0
444,28.0,36.0,49.0,66.0
445,28.0,36.0,50.0,55.0
446,28.0,36.0,50.0,57.0
447,28.0,36.0,51.0,56.0
448,28.0,36.0,52.0,59.0
449,28.0,36.0,55.0,-1.0
450,28.0,36.0,57.0,-1.0
451,28.0,36.0,57.0,59.0
452,28.0,36.0,57.0,62.0
453,28.0,36.0,57.0,64.0
454,28.0,36.0,57.0,65.0
455,28.0,36.0,57.0,66.0
456,28.0,36.0,59.0,-1.0
457,28.0,36.0,59.0,66.0
458,28.0,36.0,59.0,67.0
459,28.0,36.0,60.0,70.0
460,28.0,36.0,62.0,-1.0
461,28.0,36.0,64.0,-1.0
462,28.0,36.0,65.0,-1.0
463,28.0,36.0,65.0,67.0
464,28.0,36.0,65.0,68.0
465,28.0,36.0,65.0,70.0
466,28.0,36.0,68.0,-1.0
467,28.0,36.0,68.0,70.0
468,28.0,36.0,70.0,77.0
469,28.0,36.0,77.0,-1.0
470,28.0,37.0,40.0,44.0
471,28.0,38.0,-1.0,-1.0
472,28.0,38.0,40.0,42.0
473,28.0,38.0,40.0,47.0
474,28.0,38.0,41.0,45.0
475,28.0,38.0,42.0,-1.0
476,28.0,38.0,42.0,49.0
477,28.0,38.0,42.0,52.0
478,28.0,38.0,42.0,59.0
479,28.0,38.0,44.0,-1.0
480,28.0,38.0,45.0,50.0
481,28.0,38.0,45.0,52.0
482,28.0,38.0,46.0,-1.0
483,28.0,38.0,49.0,57.0
484,28.0,38.0,57.0,-1.0
485,28.0,39.0,40.0,42.0
486,28.0,39.0,40.0,46.0
487,28.0,39.0,44.0,49.0
488,28.0,39.0,73.0,-1.0
489,28.0,40.0,-1.0,-1.0
490,28.0,40.0,41.0,47.0
491,28.0,40.0,42.0,47.0
492,28.0,40.0,42.0,52.0
493,28.0,40.0,42.0,59.0
494,28.0,40.0,42.0,64.0
495,28.0,40.0,42.0,73.0
496,28.0,40.0,42.0,76.0
497,28.0,40.0,42.0,79.0
498,28.0,40.0,44.0,47.0
499,28.0,40.0,44.0,59.0
500,28.0,40.0,44.0,64.0
501,28.0,40.0,44.0,65.0
502,28.0,40.0,44.0,66.0
503,28.0,40.0,44.0,67.0
504,28.0,40.0,45.0,-1.0
505,28.0,40.0,45.0,46.0
506,28.0,40.0,45.0,47.0
507,28.0,40.0,45.0,52.0
508,28.0,40.0,45.0,57.0
509,28.0,40.0,46.0,-1.0
510,28.0,40.0,46.0,47.0
511,28.0,40.0,46.0,48.0
512,28.0,40.0,46.0,59.0
513,28.0,40.0,46.0,62.0
514,28.0,40.0,46.0,64.0
515,28.0,40.0,46.0,65.0
516,28.0,40.0,46.0,66.0
517,28.0,40.0,46.0,67.0
518,28.0,40.0,46.0,73.0
519,28.0,40.0,47.0,-1.0
520,28.0,40.0,47.0,49.0
521,28.0,40.0,47.0,50.0
522,28.0,40.0,47.0,51.0
523,28.0,40.0,47.0,52.0
524,28.0,40.0,47.0,55.0
525,28.0,40.0,47.0,56.0
526,28.0,40.0,47.0,58.0
527,28.0,40.0,47.0,59.0
528,28.0,40.0,47.0,61.0
529,28.0,40.0,47.0,62.0
530,28.0,40.0,47.0,63.0
531,28.0,40.0,47.0,64.0
532,28.0,40.0,47.0,68.0
533,28.0,40.0,47.0,76.0
534,28.0,40.0,48.0,52.0
535,28.0,40.0,49.0,-1.0
536,28.0,40.0,50.0,55.0
537,28.0,40.0,50.0,57.0
538,28.0,40.0,51.0,52.0
539,28.0,40.0,51.0,54.0
540,28.0,40.0,51.0,63.0
541,28.0,40.0,52.0,-1.0
542,28.0,40.0,52.0,55.0
543,28.0,40.0,52.0,56.0
544,28.0,40.0,52.0,59.0
545,28.0,40.0,52.0,64.0
546,28.0,40.0,55.0,-1.0
547,28.0,40.0,56.0,61.0
548,28.0,40.0,57.0,59.0
549,28.0,40.0,57.0,62.0
550,28.0,40.0,59.0,66.0
551,28.0,40.0,62.0,-1.0
552,28.0,40.0,64.0,-1.0
553,28.0,40.0,65.0,-1.0
554,28.0,40.0,66.0,-1.0
555,28.0,40.0,67.0,-1.0
556,28.0,40.0,71.0,-1.0
557,28.0,40.0,73.0,76.0
558,28.0,40.0,76.0,-1.0
559,28.0,40.0,79.0,-1.0
560,28.0,41.0,45.0,48.0
561,28.0,41.0,48.0,53.0
562,28.0,42.0,-1.0,-1.0
563,28.0,42.0,45.0,-1.0
564,28.0,42.0,45.0,46.0
565,28.0,42.0,46.0,49.0
566,28.0,42.0,47.0,-1.0
567,28.0,42.0,49.0,54.0
568,28.0,42.0,52.0,-1.0
569,28.0,42.0,52.0,59.0
570,28.0,42.0,56.0,59.0
571,28.0,42.0,59.0,-1.0
572,28.0,42.0,59.0,66.0
573,28.0,42.0,59.0,67.0
574,28.0,42.0,64.0,-1.0
575,28.0,42.0,66.0,-1.0
576,28.0,42.0,69.0,-1.0
577,28.0,42.0,73.0,-1.0
578,28.0,42.0,76.0,-1.0
579,28.0,42.0,79.0,-1.0
580,28.0,43.0,-1.0,-1.0
581,28.0,43.0,45.0,46.0
582,28.0,43.0,46.0,48.0
583,28.0,43.0,47.0,50.0
584,28.0,43.0,50.0,-1.0
585,28.0,43.0,50.0,64.0
586,28.0,43.0,50.0,76.0
587,28.0,44.0,-1.0,-1.0
588,28.0,44.0,47.0,59.0
589,28.0,44.0,47.0,63.0
590,28.0,44.0,51.0,54.0
591,28.0,44.0,51.0,56.0
592,28.0,44.0,52.0,56.0
593,28.0,45.0,-1.0,-1.0
594,28.0,45.0,46.0,47.0
595,28.0,45.0,46.0,55.0
596,28.0,45.0,46.0,57.0
597,28.0,45.0,46.0,66.0
598,28.0,45.0,46.0,67.0
599,28.0,45.0,46.0,73.0
600,28.0,45.0,52.0,57.0
601,28.0,46.0,-1.0,-1.0
602,28.0,46.0,48.0,55.0
603,28.0,46.0,50.0,-1.0
604,28.0,46.0,50.0,73.0
605,28.0,46.0,53.0,58.0
606,28.0,46.0,54.0,-1.0
607,28.0,46.0,62.0,-1.0
608,28.0,46.0,64.0,-1.0
609,28.0,46.0,73.0,-1.0
610,28.0,47.0,-1.0,-1.0
611,28.0,47.0,54.0,-1.0
612,28.0,47.0,54.0,59.0
613,28.0,47.0,59.0,-1.0
614,28.0,47.0,73.0,76.0
615,28.0,48.0,-1.0,-1.0
616,28.0,48.0,55.0,60.0
617,28.0,49.0,-1.0,-1.0
618,28.0,50.0,55.0,57.0
619,28.0,50.0,57.0,62.0
620,28.0,51.0,-1.0,-1.0
621,28.0,51.0,52.0,56.0
622,28.0,51.0,52.0,59.0
623,28.0,51.0,54.0,58.0
624,28.0,51.0,56.0,59.0
625,28.0,51.0,59.0,64.0
626,28.0,52.0,-1.0,-1.0
627,28.0,52.0,55.0,59.0
628,28.0,52.0,56.0,-1.0
629,28.0,52.0,56.0,59.0
630,28.0,52.0,57.0,59.0
631,28.0,52.0,57.0,64.0
632,28.0,52.0,59.0,-1.0
633,28.0,52.0,59.0,60.0
634,28.0,52.0,59.0,61.0
635,28.0,52.0,59.0,62.0
636,28.0,52.0,59.0,64.0
637,28.0,52.0,59.0,75.0
638,28.0,52.0,59.0,76.0
639,28.0,52.0,63.0,-1.0
640,28.0,52.0,64.0,-1.0
641,28.0,52.0,65.0,-1.0
642,28.0,52.0,66.0,-1.0
643,28.0,52.0,67.0,-1.0
644,28.0,52.0,69.0,-1.0
645,28.0,52.0,71.0,-1.0
646,28.0,52.0,73.0,76.0
647,28.0,52.0,73.0,78.0
648,28.0,54.0,-1.0,-1.0
649,28.0,54.0,57.0,61.0
650,28.0,54.0,58.0,61.0
651,28.0,54.0,59.0,-1.0
652,28.0,54.0,61.0,62.0
653,28.0,55.0,-1.0,-1.0
654,28.0,55.0,59.0,62.0
655,28.0,55.0,59.0,64.0
656,28.0,56.0,-1.0,-1.0
657,28.0,56.0,59.0,63.0
658,28.0,56.0,64.0,-1.0
659,28.0,56.0,73.0,76.0
660,28.0,56.0,73.0,78.0
661,28.0,57.0,-1.0,-1.0
662,28.0,57.0,60.0,64.0
663,28.0,57.0,83.0,-1.0
664,28.0,58.0,-1.0,-1.0
665,28.0,59.0,-1.0,-1.0
666,28.0,59.0,62.0,67.0
667,28.0,59.0,64.0,-1.0
668,28.0,59.0,64.0,67.0
669,28.0,59.0,64.0,68.0
670,28.0,59.0,66.0,-1.0
671,28.0,59.0,73.0,76.0
672,28.0,59.0,73.0,78.0
673,28.0,59.0,83.0,-1.0
674,28.0,60.0,64.0,65.0
675,28.0,60.0,64.0,67.0
676,28.0,60.0,64.0,69.0
677,28.0,61.0,-1.0,-1.0
678,28.0,61.0,66.0,-1.0
679,28.0,61.0,83.0,-1.0
680,28.0,62.0,-1.0,-1.0
681,28.0,62.0,74.0,-1.0
682,28.0,63.0,-1.0,-1.0
683,28.0,63.0,64.0,-1.0
684,28.0,64.0,-1.0,-1.0
685,28.0,64.0,66.0,-1.0
686,28.0,64.0,67.0,-1.0
687,28.0,64.0,67.0,71.0
688,28.0,64.0,68.0,-1.0
689,28.0,64.0,69.0,-1.0
690,28.0,64.0,73.0,78.0
691,28.0,64.0,74.0,-1.0
692,28.0,66.0,-1.0,-1.0
693,28.0,66.0,68.0,-1.0
694,28.0,67.0,-1.0,-1.0
695,28.0,67.0,71.0,-1.0
696,28.0,67.0,71.0,72.0
697,28.0,67.0,71.0,74.0
698,28.0,67.0,71.0,76.0
699,28.0,68.0,-1.0,-1.0
700,28.0,68.0,71.0,76.0
701,28.0,69.0,-1.0,-1.0
702,28.0,69.0,74.0,-1.0
703,28.0,71.0,-1.0,-1.0
704,28.0,71.0,73.0,76.0
705,28.0,71.0,76.0,80.0
706,28.0,72.0,-1.0,-1.0
707,28.0,74.0,-1.0,-1.0
708,28.0,76.0,-1.0,-1.0
709,28.0,91.0,-1.0,-1.0
710,29.0,-1.0,-1.0,-1.0
711,29.0,33.0,37.0,42.0
712,29.0,35.0,-1.0,-1.0
713,29.0,35.0,41.0,46.0
714,29.0,35.0,41.0,48.0
715,29.0,35.0,46.0,-1.0
716,29.0,36.0,38.0,41.0
717,29.0,36.0,41.0,46.0
718,29.0,36.0,41.0,48.0
719,29.0,36.0,41.0,51.0
720,29.0,36.0,42.0,53.0
721,29.0,38.0,-1.0,-1.0
722,29.0,38.0,40.0,45.0
723,29.0,38.0,41.0,45.0
724,29.0,38.0,41.0,46.0
725,29.0,38.0,41.0,48.0
726,29.0,38.0,42.0,46.0
727,29.0,38.0,45.0,50.0
728,29.0,38.0,45.0,67.0
729,29.0,38.0,45.0,69.0
730,29.0,38.0,46.0,-1.0
731,29.0,39.0,-1.0,-1.0
732,29.0,40.0,-1.0,-1.0
733,29.0,40.0,41.0,47.0
734,29.0,40.0,45.0,50.0
735,29.0,40.0,47.0,52.0
736,29.0,41.0,-1.0,-1.0
737,29.0,41.0,42.0,48.0
738,29.0,41.0,43.0,48.0
739,29.0,41.0,44.0,48.0
740,29.0,41.0,45.0,46.0
741,29.0,41.0,45.0,48.0
742,29.0,41.0,45.0,50.0
743,29.0,41.0,46.0,48.0
744,29.0,41.0,47.0,48.0
745,29.0,41.0,48.0,-1.0
746,29.0,41.0,48.0,50.0
747,29.0,41.0,48.0,51.0
