,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
189,45.0,52.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
190,45.0,52.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
191,45.0,52.0,66.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192,45.0,54.0,66.0,42.0,49.0,54.0,30.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
193,45.0,54.0,66.0,42.0,49.0,54.0,30.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
194,45.0,54.0,66.0,42.0,49.0,54.0,37.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
195,45.0,54.0,66.0,42.0,49.0,54.0,42.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
196,45.0,55.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
197,45.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
198,45.0,57.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
199,45.0,57.0,45.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
200,45.0,57.0,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
201,45.0,57.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
202,45.0,57.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
203,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
204,46.0,53.0,58.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
205,46.0,58.0,39.0,46.0,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
206,46.0,58.0,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
207,46.0,58.0,46.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
208,46.0,58.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
209,46.0,58.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
210,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
211,47.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
212,47.0,42.0,49.0,54.0,30.0,63.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
213,47.0,42.0,49.0,54.0,30.0,68.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
214,47.0,42.0,49.0,54.0,42.0,68.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
215,47.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
216,47.0,47.0,54.0,59.0,35.0,63.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
217,47.0,47.0,54.0,59.0,35.0,68.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
218,47.0,47.0,54.0,59.0,47.0,65.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
219,47.0,47.0,54.0,59.0,47.0,66.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
220,47.0,47.0,54.0,59.0,47.0,68.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
221,47.0,47.0,54.0,59.0,65.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
222,47.0,49.0,56.0,61.0,37.0,63.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
223,47.0,49.0,56.0,61.0,49.0,65.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
224,47.0,49.0,56.0,61.0,49.0,66.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
225,47.0,49.0,56.0,61.0,66.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
226,47.0,49.0,56.0,61.0,68.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
227,47.0,50.0,53.0,65.0,49.0,56.0,61.0,37.0,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0
228,47.0,50.0,54.0,66.0,42.0,49.0,54.0,30.0,42.0,54.0,30.0,42.0,-1.0,-1.0,-1.0
229,47.0,50.0,54.0,66.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0
230,47.0,50.0,56.0,68.0,49.0,56.0,61.0,37.0,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0
231,47.0,50.0,56.0,68.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0
232,47.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0
233,47.0,50.0,61.0,73.0,49.0,56.0,61.0,37.0,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0
234,47.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
235,47.0,54.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
236,47.0,54.0,59.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
237,47.0,54.0,59.0,35.0,36.0,38.0,47.0,54.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
238,47.0,54.0,59.0,35.0,36.0,47.0,54.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
239,47.0,54.0,59.0,35.0,47.0,54.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
240,47.0,54.0,59.0,47.0,54.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
241,47.0,54.0,59.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
242,47.0,54.0,59.0,47.0,54.0,59.0,35.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
243,47.0,54.0,59.0,50.0,54.0,66.0,42.0,49.0,54.0,30.0,47.0,59.0,-1.0,-1.0,-1.0
244,47.0,54.0,59.0,50.0,54.0,66.0,42.0,49.0,54.0,30.0,51.0,63.0,-1.0,-1.0,-1.0
245,47.0,54.0,59.0,50.0,56.0,68.0,47.0,54.0,59.0,35.0,51.0,63.0,-1.0,-1.0,-1.0
246,47.0,54.0,59.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0
247,47.0,54.0,59.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,51.0,63.0,-1.0,-1.0,-1.0
248,47.0,54.0,59.0,54.0,59.0,71.0,47.0,54.0,59.0,35.0,49.0,61.0,-1.0,-1.0,-1.0
249,47.0,54.0,59.0,54.0,59.0,71.0,47.0,54.0,59.0,47.0,51.0,63.0,-1.0,-1.0,-1.0
250,47.0,54.0,59.0,58.0,63.0,75.0,51.0,58.0,63.0,47.0,49.0,61.0,-1.0,-1.0,-1.0
251,47.0,54.0,59.0,58.0,63.0,75.0,51.0,58.0,63.0,51.0,49.0,61.0,-1.0,-1.0,-1.0
252,47.0,54.0,59.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
253,47.0,54.0,59.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
254,47.0,54.0,59.0,71.0,47.0,59.0,71.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
255,47.0,54.0,59.0,71.0,47.0,59.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
256,47.0,54.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
257,47.0,54.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
258,47.0,54.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
259,47.0,57.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
260,47.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
261,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
262,47.0,59.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
263,47.0,59.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
264,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
265,48.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
266,48.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
267,48.0,53.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
268,48.0,53.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
269,48.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
270,48.0,55.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
271,48.0,55.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
272,48.0,55.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
273,48.0,55.0,60.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
274,48.0,55.0,60.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
275,48.0,55.0,60.0,72.0,45.0,57.0,69.0,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
276,48.0,55.0,60.0,72.0,48.0,60.0,72.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
277,48.0,55.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
278,48.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
279,48.0,56.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
280,48.0,56.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
281,48.0,59.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
282,48.0,60.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
283,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
284,49.0,42.0,49.0,54.0,30.0,63.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
285,49.0,42.0,49.0,54.0,42.0,66.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
286,49.0,42.0,49.0,54.0,42.0,68.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
287,49.0,42.0,49.0,54.0,66.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
288,49.0,47.0,54.0,59.0,35.0,63.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
289,49.0,47.0,54.0,59.0,47.0,65.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
290,49.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
291,49.0,49.0,56.0,61.0,37.0,63.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
292,49.0,49.0,56.0,61.0,37.0,68.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
293,49.0,49.0,56.0,61.0,49.0,65.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
294,49.0,49.0,56.0,61.0,49.0,68.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
295,49.0,49.0,56.0,61.0,65.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
296,49.0,49.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
297,49.0,50.0,54.0,66.0,42.0,49.0,54.0,30.0,42.0,54.0,30.0,42.0,-1.0,-1.0,-1.0
298,49.0,50.0,54.0,66.0,42.0,49.0,54.0,30.0,44.0,56.0,32.0,44.0,-1.0,-1.0,-1.0
299,49.0,50.0,54.0,66.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0
300,49.0,50.0,56.0,68.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0
301,49.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0
302,49.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
303,49.0,56.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
304,49.0,56.0,61.0,25.0,36.0,38.0,49.0,56.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
305,49.0,56.0,61.0,25.0,36.0,57.0,49.0,56.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
306,49.0,56.0,61.0,45.0,54.0,66.0,42.0,49.0,54.0,30.0,49.0,61.0,-1.0,-1.0,-1.0
307,49.0,56.0,61.0,45.0,54.0,66.0,42.0,49.0,54.0,37.0,47.0,59.0,-1.0,-1.0,-1.0
308,49.0,56.0,61.0,45.0,54.0,66.0,42.0,49.0,54.0,37.0,49.0,61.0,-1.0,-1.0,-1.0
309,49.0,56.0,61.0,45.0,54.0,66.0,42.0,49.0,54.0,42.0,47.0,59.0,-1.0,-1.0,-1.0
310,49.0,56.0,61.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
311,49.0,56.0,61.0,49.0,56.0,61.0,37.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
312,49.0,56.0,61.0,50.0,53.0,65.0,49.0,56.0,61.0,37.0,42.0,54.0,-1.0,-1.0,-1.0
313,49.0,56.0,61.0,50.0,54.0,66.0,51.0,58.0,63.0,39.0,42.0,54.0,-1.0,-1.0,-1.0
314,49.0,56.0,61.0,50.0,54.0,66.0,51.0,58.0,63.0,39.0,49.0,61.0,-1.0,-1.0,-1.0
315,49.0,56.0,61.0,50.0,56.0,68.0,49.0,56.0,61.0,37.0,42.0,54.0,-1.0,-1.0,-1.0
316,49.0,56.0,61.0,56.0,61.0,73.0,49.0,56.0,61.0,37.0,49.0,61.0,-1.0,-1.0,-1.0
317,49.0,56.0,61.0,56.0,61.0,73.0,49.0,56.0,61.0,49.0,42.0,54.0,-1.0,-1.0,-1.0
318,49.0,56.0,61.0,56.0,61.0,73.0,49.0,56.0,61.0,49.0,49.0,61.0,-1.0,-1.0,-1.0
319,49.0,56.0,61.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
320,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
321,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
322,50.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
323,50.0,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
324,50.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
325,50.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
326,50.0,50.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
327,50.0,50.0,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
328,50.0,53.0,65.0,49.0,56.0,61.0,37.0,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
329,50.0,54.0,66.0,42.0,49.0,54.0,30.0,42.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
330,50.0,54.0,66.0,42.0,49.0,54.0,30.0,44.0,56.0,32.0,44.0,-1.0,-1.0,-1.0,-1.0
331,50.0,54.0,66.0,42.0,49.0,54.0,30.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
332,50.0,54.0,66.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
333,50.0,56.0,68.0,42.0,49.0,54.0,30.0,42.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
334,50.0,56.0,68.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
335,50.0,56.0,68.0,49.0,56.0,61.0,37.0,49.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
336,50.0,56.0,68.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
337,50.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
338,50.0,57.0,50.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
339,50.0,57.0,50.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
340,50.0,57.0,50.0,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
341,50.0,57.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
342,50.0,57.0,62.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
343,50.0,57.0,62.0,66.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
344,50.0,57.0,62.0,74.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
345,50.0,57.0,62.0,74.0,47.0,59.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346,50.0,57.0,62.0,74.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
347,50.0,57.0,62.0,74.0,50.0,62.0,74.0,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
348,50.0,59.0,71.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
349,50.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
350,50.0,62.0,50.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
351,50.0,62.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
352,50.0,62.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
353,50.0,62.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
354,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
355,51.0,42.0,49.0,54.0,30.0,63.0,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
356,51.0,47.0,54.0,59.0,35.0,63.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
357,51.0,47.0,54.0,59.0,35.0,68.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
358,51.0,47.0,54.0,59.0,47.0,66.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
359,51.0,47.0,54.0,59.0,47.0,68.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
360,51.0,47.0,54.0,59.0,65.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
361,51.0,47.0,54.0,59.0,66.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
362,51.0,49.0,56.0,61.0,37.0,63.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
363,51.0,49.0,56.0,61.0,37.0,65.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
364,51.0,49.0,56.0,61.0,37.0,66.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
365,51.0,49.0,56.0,61.0,37.0,68.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
366,51.0,49.0,56.0,61.0,49.0,65.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
367,51.0,49.0,56.0,61.0,49.0,66.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
368,51.0,49.0,56.0,61.0,65.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
369,51.0,49.0,56.0,61.0,66.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
370,51.0,49.0,56.0,61.0,68.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
371,51.0,50.0,54.0,66.0,42.0,49.0,54.0,30.0,42.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0
372,51.0,50.0,54.0,66.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0
373,51.0,50.0,56.0,68.0,42.0,49.0,54.0,30.0,42.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0
374,51.0,50.0,56.0,68.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0
375,51.0,50.0,56.0,68.0,51.0,58.0,63.0,39.0,51.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0
376,51.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,47.0,59.0,-1.0,-1.0,-1.0,-1.0,-1.0
377,51.0,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
378,51.0,56.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
379,51.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
380,51.0,58.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
381,51.0,58.0,63.0,50.0,54.0,66.0,51.0,58.0,63.0,39.0,49.0,61.0,-1.0,-1.0,-1.0
382,51.0,58.0,63.0,50.0,56.0,68.0,51.0,58.0,63.0,39.0,49.0,61.0,-1.0,-1.0,-1.0
383,51.0,58.0,63.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,49.0,61.0,-1.0,-1.0,-1.0
384,51.0,58.0,63.0,50.0,59.0,71.0,47.0,54.0,59.0,35.0,51.0,63.0,-1.0,-1.0,-1.0
385,51.0,58.0,63.0,56.0,61.0,73.0,49.0,56.0,61.0,37.0,42.0,54.0,-1.0,-1.0,-1.0
